,Date,mean_open,mean_low,mean_high,mean_close,mean_volume,mean_adjusted_close
0,2019-01-02,4.818745566444772,4.796332571806381,5.159203006486256,5.109788885873267,2.2519277972461973,3.9642421129412333
1,2019-01-03,5.126600861066834,4.922046768999063,5.157853597654796,5.026584619011696,2.104770144161871,3.89417159960447
2,2019-01-04,5.155901561250763,5.101444747921148,5.331007659903688,5.307224176891209,2.4629683054190155,4.130948637146632
3,2019-01-07,5.31743869170886,5.215424849889159,5.452568438317843,5.3591242556594185,2.2379884514703194,4.174724193964511
4,2019-01-08,5.450782810547679,5.328251242143972,5.480259951072954,5.399270646458072,1.9310207800006125,4.208716984778171
5,2019-01-09,5.481645950075685,5.383386663914676,5.581356581266698,5.545289641794303,2.287610155798255,4.333668094224415
6,2019-01-10,5.489715000551411,5.403850011512539,5.591259030016855,5.580721122586015,2.1946523863454876,4.364723731014719
7,2019-01-11,5.517364912031797,5.41303937741309,5.557693468032175,5.481252468199608,1.839882830071954,4.279596427952977
8,2019-01-14,5.404237671993881,5.372835558284602,5.541051990829066,5.498717268295051,1.7735703776152583,4.294261536203028
9,2019-01-15,5.54699371205539,5.461814930255651,5.601179050439245,5.5002127996125125,1.6234396091514758,4.295713998930772
10,2019-01-16,5.48164168160349,5.43882794760213,5.569414829448643,5.5112752587306675,1.88540367388715,4.307852953479598
11,2019-01-17,5.463618759868938,5.418745587798043,5.5969358454509885,5.562180498491915,1.874835683514324,4.351216246328462
12,2019-01-18,5.655144007055368,5.552836678304412,5.7196278762161805,5.6869097650702845,2.209249882249833,4.45681581699217
13,2019-01-22,5.605889862998991,5.44628247211656,5.642159931031051,5.463650930976192,2.4541963745452966,4.266833783375112
14,2019-01-23,5.495776810650115,5.373624168689143,5.536272432303276,5.4180562726112855,1.9598659849146993,4.228578963598702
15,2019-01-24,5.408412835488269,5.345765228246625,5.498067820075381,5.410541760205847,1.9688718055192722,4.222381937405108
16,2019-01-25,5.4829873794261905,5.4485174061734885,5.588936911775898,5.518386551770961,1.6223911615250741,4.314218307452839
17,2019-01-28,5.417109804399018,5.3594499389246835,5.477960490892457,5.445597370997033,1.9340142276878869,4.252059147939148
18,2019-01-29,5.496995645183463,5.435130620425639,5.5534022907977105,5.487496082166035,1.724369059541519,4.287391210906213
19,2019-01-30,5.537084790855184,5.465669375082218,5.603056647638136,5.561000289521564,2.145802073342522,4.349280292220937
20,2019-01-31,5.62292477263222,5.546000978133399,5.719084888315483,5.644368427507755,2.5510430637630757,4.4199964858992145
21,2019-02-01,5.714551226946386,5.615224205089062,5.802207655664864,5.695904975615002,2.221861431227771,4.461644361776689
22,2019-02-04,5.646444935461302,5.577867412840778,5.74991925128996,5.7256368464697855,1.843109306212837,4.488686177031541
23,2019-02-05,5.720703185856932,5.667984718083846,5.768157206938705,5.718699739317929,1.8138988461545942,4.481561100981004
24,2019-02-06,5.671919984972163,5.624231628412465,5.7252649378648215,5.64262040214005,1.7901156279821393,4.416983257490979
25,2019-02-07,5.6023188910109045,5.382524835188529,5.642876443465394,5.446451913872375,2.3880175708596516,4.249801277918816
26,2019-02-08,5.48153864508051,5.275708461539288,5.512262336693652,5.435463589014417,2.1717077135893503,4.2609725550387445
27,2019-02-11,5.384784682114068,5.368357903638841,5.544917110451028,5.505506373183083,1.9518088512906382,4.320825381008166
28,2019-02-12,5.616345819474024,5.550281854214709,5.673019029932513,5.594546614221744,1.8909282132003735,4.396150721076562
29,2019-02-13,5.619744224024048,5.605695732974131,5.771924201413161,5.725229797422986,2.1644850895458374,4.506921140558535
30,2019-02-14,5.642364355486137,5.616277922964704,5.778083938188846,5.718599152926123,2.3451942610386207,4.501810331419776
31,2019-02-15,5.794509458711103,5.751564040616492,5.883564321127823,5.848590227143065,2.073746612728659,4.628736208036244
32,2019-02-19,5.789921616381397,5.765364712691623,5.893876487576612,5.860642430916658,1.9169284158897297,4.6382709123450265
33,2019-02-20,5.857841804732667,5.7834494894099295,5.934328968934198,5.85798193315974,2.1886469831866426,4.636120535572134
34,2019-02-21,5.827063823718615,5.6836004217390546,5.8815687479816265,5.725606837096446,2.0105193693196846,4.5233877833925416
35,2019-02-22,5.815366050578132,5.732447980042311,5.871911563341283,5.798007829269172,2.017345640663053,4.584750299269521
36,2019-02-25,5.77413361540557,5.737330373264568,5.827156985257548,5.779687925880469,2.1814119750406316,4.568743791967354
37,2019-02-26,5.7843925026797605,5.733546965037496,5.843147450022084,5.7768866547345326,2.0481658961389226,4.56606679225183
38,2019-02-27,5.8242149925500595,5.751321581205285,5.93800769780408,5.804691098171306,2.111502187491891,4.589164376084051
39,2019-02-28,5.8188314510960035,5.669773909196676,5.84302685047807,5.717735570949006,2.31271435850664,4.514669230350219
40,2019-03-01,5.7556879152125715,5.7347150332833206,5.874132158237807,5.851926936893117,2.4065614499991836,4.628976218038131
41,2019-03-04,5.898711862772781,5.7482909752255695,5.940260847150443,5.8745315972189704,2.1843791721383266,4.648411907179417
42,2019-03-05,5.88273849232193,5.780819000043882,5.905820200730804,5.826954886123214,2.067398508799168,4.607453307182345
43,2019-03-06,5.769860759671597,5.64649133454594,5.819386283172141,5.713188699839518,2.312595500472935,4.510713549655865
44,2019-03-07,5.727623332414889,5.61756245259704,5.7515898251030375,5.672090700332397,2.271192286164818,4.474584332598164
45,2019-03-08,5.537486215907184,5.380805328204783,5.560472221210228,5.425814758175974,2.590402246092329,4.264011648054944
46,2019-03-11,5.4941449323328,5.442062053224538,5.573250024348226,5.523181650875203,2.4149569654590803,4.3467540103412805
47,2019-03-12,5.562175609929584,5.51998891445419,5.638396655215823,5.572956309676459,2.6908845241128607,4.389040666066176
48,2019-03-13,5.63500964392006,5.576741878672841,5.681964692522094,5.666849375606246,2.326190366546309,4.469361358187653
49,2019-03-14,5.670321392115871,5.635105539541182,5.732585694812511,5.686519294131503,1.9361429800488934,4.486276452147085
50,2019-03-15,5.643557025582728,5.610153690507386,5.748098508113328,5.6726878773027565,3.5451229627777727,4.474963417420194
51,2019-03-18,5.6942687414979805,5.653860094001909,5.80426145515578,5.7697798956994015,2.0875559022787953,4.557119992343465
