,Date,Low,Open,Volume,High,Close,Adjusted Close
12361,2019-01-02,126.27999877929688,128.1300048828125,7631700,128.3800048828125,127.75,115.70722198486328
12362,2019-01-03,125.36000061035156,128.13999938964844,8654500,128.27000427246094,125.72000122070312,113.86859130859376
12363,2019-01-04,126.7300033569336,127.12000274658205,8831700,128.64999389648438,127.83000183105467,115.77967834472656
12364,2019-01-07,126.8000030517578,127.62999725341795,8404700,128.35000610351562,127.01000213623048,115.03700256347656
12365,2019-01-08,127.7300033569336,128.17999267578125,9351600,130.5,129.9600067138672,117.70889282226562
12366,2019-01-09,128.3300018310547,129.8300018310547,7403500,130.24000549316406,128.92999267578125,116.77597045898438
12367,2019-01-10,127.69000244140624,127.69000244140624,6224400,129.88999938964844,129.7100067138672,117.4824676513672
12368,2019-01-11,128.30999755859375,129.0,5300400,129.83999633789062,129.75,117.5186767578125
12369,2019-01-14,127.58999633789062,128.74000549316406,7374400,128.9600067138672,128.27999877929688,116.18726348876952
12370,2019-01-15,127.6500015258789,128.52000427246094,5194400,129.49000549316406,129.36000061035156,117.16544342041016
12371,2019-01-16,127.9000015258789,129.41000366210938,6264200,129.41000366210938,128.0399932861328,115.96987915039062
12372,2019-01-17,127.45999908447266,127.70999908447266,7632000,129.52000427246094,129.08999633789062,116.9209213256836
12373,2019-01-18,129.4499969482422,129.89999389648438,10593000,131.17999267578125,130.69000244140625,118.37008666992188
12374,2019-01-22,127.01000213623048,128.1999969482422,10568100,129.5,128.8000030517578,116.65825653076172
12375,2019-01-23,127.93000030517578,128.5,9267800,129.3000030517578,128.8000030517578,116.65825653076172
12376,2019-01-24,125.0,128.49000549316406,9917000,128.6999969482422,127.02999877929688,115.05509185791016
12377,2019-01-25,127.02999877929688,128.1300048828125,7585100,128.4499969482422,128.22999572753906,116.14197540283205
12378,2019-01-28,127.29000091552734,127.80999755859376,6927700,129.14999389648438,128.99000549316406,116.83033752441406
12379,2019-01-29,128.5,128.9499969482422,6669300,130.47000122070312,130.3300018310547,118.04400634765624
12380,2019-01-30,130.3000030517578,130.3699951171875,7299300,132.19000244140625,131.63999938964844,119.23052978515624
12381,2019-01-31,130.8699951171875,131.6300048828125,17298100,135.19000244140625,133.0800018310547,120.5347900390625
12382,2019-02-01,133.47000122070312,134.02000427246094,9575200,134.69000244140625,134.1999969482422,121.54920196533205
12383,2019-02-04,132.2100067138672,133.9600067138672,7759000,134.14999389648438,132.8800048828125,120.3536376953125
12384,2019-02-05,132.75,133.52000427246094,6449800,133.8800048828125,132.8800048828125,120.3536376953125
12385,2019-02-06,132.3000030517578,133.0800018310547,5066100,133.57000732421875,133.0,120.46232604980467
12386,2019-02-07,131.52999877929688,132.4499969482422,6085300,132.63999938964844,132.0500030517578,119.60186767578124
12387,2019-02-08,131.5399932861328,131.9499969482422,4436700,132.4600067138672,132.39999389648438,119.91887664794922
12388,2019-02-11,131.25999450683594,132.30999755859375,4962200,132.6699981689453,132.0,119.55658721923828
12389,2019-02-12,132.0800018310547,132.0800018310547,6262300,134.3000030517578,134.16000366210938,121.51294708251952
12390,2019-02-13,133.2100067138672,134.07000732421875,7902200,134.97999572753906,134.4499969482422,121.77562713623048
12391,2019-02-14,133.35000610351562,134.3000030517578,3910400,134.82000732421875,134.30999755859375,121.64881896972656
12392,2019-02-15,135.00999450683594,135.19000244140625,6665000,136.41000366210938,136.3800048828125,123.5237045288086
12393,2019-02-19,135.6300048828125,136.13999938964844,5935500,136.3800048828125,135.69000244140625,122.89875030517578
12394,2019-02-20,135.72999572753906,135.97000122070312,6089800,136.72999572753906,136.35000610351562,123.49652862548828
12395,2019-02-21,134.27000427246094,134.97999572753906,6665500,135.7899932861328,135.4199981689453,122.6541748046875
12396,2019-02-22,134.82000732421875,135.2899932861328,5223900,136.63999938964844,136.60000610351562,123.72297668457033
12397,2019-02-25,135.86000061035156,136.35000610351562,6846600,137.49000549316406,136.1999969482422,124.1788330078125
12398,2019-02-26,136.0500030517578,136.44000244140625,5106900,136.9600067138672,136.11000061035156,124.0967788696289
12399,2019-02-27,135.38999938964844,135.52000427246094,4378100,136.25,135.8699951171875,123.87796020507812
12400,2019-02-28,135.69000244140625,135.9499969482422,10133200,137.9499969482422,136.63999938964844,124.57998657226562
12401,2019-03-01,137.00999450683594,137.22000122070312,5641600,138.61000061035156,138.35000610351562,126.1390609741211
12402,2019-03-04,137.50999450683594,138.85000610351562,8377700,139.41000366210938,138.47999572753906,126.25757598876952
12403,2019-03-05,138.36000061035156,138.80999755859375,6568900,139.13999938964844,138.77000427246094,126.52201080322266
12404,2019-03-06,138.60000610351562,139.47000122070312,6236900,139.64999389648438,139.08999633789062,126.8137664794922
12405,2019-03-07,137.6999969482422,138.52999877929688,6100400,139.1199951171875,138.24000549316406,126.03876495361328
12406,2019-03-08,136.4199981689453,138.08999633789062,7046700,139.3000030517578,138.05999755859375,125.87464904785156
12407,2019-03-11,137.52000427246094,138.11000061035156,6150400,139.02999877929688,138.55999755859375,126.33051300048828
12408,2019-03-12,138.5,138.64999389648438,5552900,140.0,139.17999267578125,126.8957977294922
12409,2019-03-13,139.02000427246094,139.58999633789062,6446900,139.83999633789062,139.41000366210938,127.1055145263672
12410,2019-03-14,137.94000244140625,138.33999633789062,8493600,138.8000030517578,138.02000427246094,125.83821105957033
12411,2019-03-15,136.8300018310547,138.0,11922500,138.25999450683594,137.60000610351562,125.45526123046876
12412,2019-03-18,136.72000122070312,137.64999389648438,7369600,137.77999877929688,137.1699981689453,125.06322479248048
12413,2019-03-19,137.47000122070312,137.61000061035156,5882500,138.82000732421875,138.44000244140625,126.22113800048828
12414,2019-03-20,136.64999389648438,138.3300018310547,5475700,138.50999450683594,137.2899932861328,125.17261505126952
12415,2019-03-21,136.9499969482422,137.0,5765100,138.77999877929688,138.10000610351562,125.9111328125
12416,2019-03-22,136.86000061035156,137.75,6528800,138.38999938964844,136.91000366210938,124.826171875
12417,2019-03-25,135.74000549316406,136.91000366210938,4500300,137.00999450683594,136.61000061035156,124.55262756347656
12418,2019-03-26,136.92999267578125,136.92999267578125,4758600,139.27000427246094,138.57000732421875,126.33965301513672
12419,2019-03-27,138.07000732421875,138.58999633789062,6764900,139.47999572753906,138.6999969482422,126.45817565917967
12420,2019-03-28,138.7100067138672,139.05999755859375,4602100,139.4600067138672,138.8800048828125,126.62230682373048
12421,2019-03-29,138.8800048828125,139.27999877929688,7168400,139.8800048828125,139.7899932861328,127.4519500732422
12422,2019-04-01,138.74000549316406,139.99000549316406,5885200,140.2899932861328,138.97999572753906,126.71348571777344
12423,2019-04-02,136.91000366210938,139.00999450683594,5517800,139.00999450683594,137.7100067138672,125.55557250976562
12424,2019-04-03,136.8699951171875,138.1999969482422,5947000,138.24000549316406,137.1699981689453,125.06322479248048
12425,2019-04-04,135.1300048828125,136.8699951171875,5844600,137.00999450683594,135.57000732421875,123.6044464111328
12426,2019-04-05,135.6999969482422,136.0399932861328,4759700,136.5800018310547,136.17999267578125,124.16058349609376
12427,2019-04-08,135.6999969482422,136.0500030517578,4329600,136.50999450683594,136.13999938964844,124.12410736083984
12428,2019-04-09,134.55999755859375,136.0,5210300,136.25999450683594,135.57000732421875,123.6044464111328
12429,2019-04-10,135.3300018310547,135.88999938964844,4194100,136.1300048828125,135.5800018310547,123.61354064941406
12430,2019-04-11,134.4199981689453,135.9600067138672,4485200,136.17999267578125,135.2100067138672,123.27619171142578
12431,2019-04-12,134.75,135.22000122070312,5756800,136.35000610351562,135.97999572753906,123.97823333740234
12432,2019-04-15,135.8000030517578,136.0,5380900,136.7899932861328,136.52000427246094,124.47057342529295
12433,2019-04-16,137.55999755859375,138.32000732421875,10745700,140.6999969482422,138.02000427246094,125.83821105957033
12434,2019-04-17,137.6699981689453,139.0,9543700,140.14999389648438,138.52000427246094,126.2940444946289
12435,2019-04-18,135.75,139.35000610351562,10485300,140.24000549316406,137.52000427246094,125.38230895996094
12436,2019-04-22,136.4600067138672,136.97999572753906,4666500,138.49000549316406,137.8300018310547,125.66495513916016
12437,2019-04-23,137.25,137.4199981689453,5790500,140.85000610351562,139.89999389648438,127.55221557617188
12438,2019-04-24,138.86000061035156,139.64999389648438,5676300,140.13999938964844,139.1999969482422,126.9140167236328
12439,2019-04-25,137.9600067138672,138.52000427246094,5218100,139.77000427246094,139.64999389648438,127.32431030273438
12440,2019-04-26,139.30999755859375,139.8800048828125,4613600,140.52000427246094,140.38999938964844,127.99901580810548
12441,2019-04-29,139.5800018310547,140.35000610351562,4275200,140.42999267578125,139.83999633789062,127.4975814819336
12442,2019-04-30,138.9600067138672,140.19000244140625,6003700,141.4499969482422,141.1999969482422,128.73751831054688
12443,2019-05-01,139.75,140.9499969482422,6656300,142.35000610351562,141.9499969482422,129.4213104248047
12444,2019-05-02,140.1199951171875,141.91000366210938,8835600,142.14999389648438,141.27999877929688,128.81045532226562
12445,2019-05-03,141.0800018310547,141.2899932861328,5281600,142.08999633789062,142.00999450683594,129.4759979248047
12446,2019-05-06,139.92999267578125,140.25,5818900,142.24000549316406,142.08999633789062,129.54893493652344
12447,2019-05-07,139.05999755859375,140.82000732421875,6606700,141.3800048828125,139.97000122070312,127.61612701416016
12448,2019-05-08,139.6999969482422,140.1999969482422,4667300,140.9199981689453,139.7899932861328,127.4519500732422
12449,2019-05-09,137.63999938964844,138.9499969482422,5604200,139.32000732421875,138.72999572753906,126.48548889160156
12450,2019-05-10,136.41000366210938,138.42999267578125,4771600,139.25,139.0500030517578,126.77728271484376
12451,2019-05-13,136.52999877929688,137.85000610351562,5560000,138.05999755859375,137.1999969482422,125.090576171875
12452,2019-05-14,136.72999572753906,137.0399932861328,7179400,137.83999633789062,136.82000732421875,124.74408721923828
12453,2019-05-15,135.3300018310547,136.89999389648438,6429400,137.49000549316406,136.91000366210938,124.826171875
12454,2019-05-16,136.97000122070312,137.38999938964844,6857200,139.19000244140625,138.2100067138672,126.01140594482422
12455,2019-05-17,136.86000061035156,137.0,6915300,139.02999877929688,138.61000061035156,126.3760986328125
12456,2019-05-20,137.67999267578125,138.61000061035156,4771100,138.9600067138672,138.4199981689453,126.2029037475586
12457,2019-05-21,138.0800018310547,139.1199951171875,4859000,139.57000732421875,138.1199951171875,125.92937469482422
12458,2019-05-22,137.49000549316406,138.35000610351562,5456800,138.9499969482422,138.75999450683594,126.51287078857422
12459,2019-05-23,137.6699981689453,138.5,6951800,139.85000610351562,139.7899932861328,127.4519500732422
12460,2019-05-24,138.55999755859375,139.5,5473300,139.5,138.85000610351562,127.46115112304688
12461,2019-05-28,137.0500030517578,139.0,11919600,140.49000549316406,137.07000732421875,125.8271713256836
12462,2019-05-29,128.52000427246094,135.88999938964844,23247400,135.88999938964844,131.3300018310547,120.55793762207033
12463,2019-05-30,131.1699981689453,131.44000244140625,7360600,132.82000732421875,132.11000061035156,121.27395629882812
12464,2019-05-31,129.61000061035156,131.52000427246094,7811000,132.0,131.14999389648438,120.39270782470705
12465,2019-06-03,131.0399932861328,131.5,8434600,132.39999389648438,131.44000244140625,120.65892791748048
12466,2019-06-04,132.5800018310547,132.60000610351562,6648900,134.3000030517578,133.72999572753906,122.76109313964844
12467,2019-06-05,133.86000061035156,134.6999969482422,6860600,135.1300048828125,134.3800048828125,123.35780334472656
12468,2019-06-06,134.58999633789062,134.89999389648438,9115800,137.66000366210938,136.67999267578125,125.4691162109375
12469,2019-06-07,137.13999938964844,137.58999633789062,6533900,139.58999633789062,138.5500030517578,127.18573760986328
12470,2019-06-10,137.60000610351562,138.60000610351562,4994700,139.14999389648438,139.02000427246094,127.61717987060548
12471,2019-06-11,139.5,139.67999267578125,8230500,140.66000366210938,139.77999877929688,128.31488037109375
12472,2019-06-12,140.3000030517578,140.3000030517578,9216500,142.91000366210938,141.67999267578125,130.0590057373047
12473,2019-06-13,140.2100067138672,141.72000122070312,7500800,141.9499969482422,140.7100067138672,129.1685791015625
