,Date,mean_open,mean_low,mean_high,mean_close,mean_volume,mean_adjusted_close
0,2019-01-02,3.949185703035082,3.8442177465224696,4.122239041881459,4.092812777369475,1.829288331712793,2.6795244300256895
1,2019-01-03,4.097519809452302,3.9803032206118196,4.217321455377563,4.055207279478241,2.0539378084621958,2.6391272777169066
2,2019-01-04,4.181761138148566,4.114184477603756,4.39842110431302,4.335613510202315,2.105108104205617,2.8977716695766302
3,2019-01-07,4.425875250599373,4.359129136441019,4.618803201297177,4.528592219751102,1.9725603832863121,3.072348296047455
4,2019-01-08,4.650191546778121,4.53464082303244,4.777782340907956,4.721046031429016,2.124427199263082,3.2358635133952043
5,2019-01-09,4.6346589967483816,4.470023658902384,4.690981012072976,4.556888246410039,1.9218371444039555,3.193347976141848
6,2019-01-10,4.565842334881381,4.4761509096472505,4.696713913002852,4.665696218769938,1.836100993044565,3.288951701187223
7,2019-01-11,4.686238463473759,4.621110109806934,4.821330757011965,4.771342939603156,1.822490312715929,3.3787020752100103
8,2019-01-14,4.7007599363748485,4.633637238539152,4.761874763146664,4.714356321336891,1.5321962482461746,3.3277322394956803
9,2019-01-15,4.744885186380211,4.670854961243736,4.855453434140395,4.801319773578627,1.7462410289146564,3.4145570151938083
10,2019-01-16,4.778984099604442,4.648883632772972,4.830326196292193,4.686913127315783,1.6376927981176528,3.3121943216412895
11,2019-01-17,4.68205414807271,4.583209151143518,4.765674448705633,4.696785671157137,1.772572353583071,3.322776156287174
12,2019-01-18,4.734481821400263,4.625312978734078,4.821750612964735,4.709011433904355,2.128299473551488,3.3244316619628775
13,2019-01-22,4.684616673501493,4.489799525637781,4.731548778173689,4.5816078975986825,1.9827239683139877,3.2074225957756815
14,2019-01-23,4.6135603911555565,4.498685308927987,4.718193217729089,4.618888903977739,1.7789676585217324,3.2288293671707216
15,2019-01-24,4.59124815811745,4.446885988781377,4.65862257411241,4.573083576049172,1.5867448984752208,3.197565954045569
16,2019-01-25,4.6209941004765165,4.539281017055642,4.763237200814329,4.6206968839079945,1.8275780434307785,3.250785937365118
17,2019-01-28,4.573693423795694,4.4179013723128735,4.612203216740798,4.526069384608718,2.0296836492446184,3.1701945264595937
18,2019-01-29,4.427657181961566,4.273042993988939,4.500293381169593,4.338837241336118,2.197285044891531,3.0013627170881976
19,2019-01-30,4.276228741411899,4.087931568866481,4.424126038989771,4.315296436719728,2.5458558553540818,3.002615090318736
20,2019-01-31,4.352075348634745,4.269604231900211,4.546017931378664,4.50800527132502,2.3035605696085257,3.1669411489325094
21,2019-02-01,4.53081722604147,4.415284412338918,4.60123234599046,4.454117255636758,1.7704959520013304,3.120008460515299
22,2019-02-04,4.4760011145094465,4.35157176136762,4.549369376037005,4.454784496211481,1.7804573832122297,3.135523263058285
23,2019-02-05,4.485021636364542,4.411308142386236,4.548059056266173,4.505479421740208,1.822308815932465,3.1845011120764215
24,2019-02-06,4.55368896029692,4.39078507144316,4.586964429559708,4.43705025793051,1.7912916069287461,3.1217529626931957
25,2019-02-07,4.308838916784537,4.1363405652974645,4.340217014916108,4.273964953825489,2.073278420049106,2.963783529566452
26,2019-02-08,4.214373527307131,4.1440174720869285,4.328841733666989,4.302383452555787,1.7087225186634445,2.9855989471586444
27,2019-02-11,4.334648919965648,4.2326154368386195,4.39326263744909,4.292061404735815,1.6738683413690556,2.9707047781509757
28,2019-02-12,4.35844436178592,4.3015456126499725,4.4578869858761125,4.375950078549273,1.656480493273684,3.0482476019495266
29,2019-02-13,4.368393161837176,4.3110111565668054,4.470247984070198,4.3933226145612165,1.7259382602429465,3.064061021922729
30,2019-02-14,4.360225188596469,4.292879065357415,4.466155347942457,4.385237454130153,1.5474348167519085,3.0619193758057484
31,2019-02-15,4.454435894434791,4.411465968419735,4.604986736970362,4.55427583168597,1.8135944917642601,3.2019677004818314
32,2019-02-19,4.547922182902542,4.512712436906659,4.680833049746194,4.632406382398115,1.5760842643206325,3.2730389079433477
33,2019-02-20,4.641813938531353,4.568483297534613,4.726386812213898,4.660967908114382,1.5549168244732712,3.2927947205436423
34,2019-02-21,4.643355869500155,4.563442307047621,4.771903068481431,4.665940942899767,1.6661622808099303,3.2939675749606216
35,2019-02-22,4.714095416393719,4.6887730982672045,4.849605012647674,4.812444496097578,1.5878941916614606,3.424271369342448
36,2019-02-25,4.855027671724292,4.7557338310891835,4.917639740197772,4.787153007434098,1.682739964538748,3.401275356896865
37,2019-02-26,4.785394426772258,4.691571933613146,4.8469294421556235,4.75716796397838,1.6106420657267377,3.37061594071589
38,2019-02-27,4.7388516891177055,4.629142029375141,4.778040576564562,4.710963329550914,1.5223128682582385,3.327582296011896
39,2019-02-28,4.707796218935601,4.672245988319553,4.824342495396136,4.726280305442446,1.6577126128866784,3.339289187947211
40,2019-03-01,4.776186049270063,4.626468632134756,4.806718127690089,4.712452087658605,1.5192642477582563,3.3321103737952043
41,2019-03-04,4.756645418399499,4.457326740526968,4.79391875554208,4.567661688742309,1.7680116473041427,3.2153928615047795
42,2019-03-05,4.560961894911606,4.480063470756562,4.612894947612577,4.576719034343032,1.5914702909885932,3.2269533047024423
43,2019-03-06,4.583482687414832,4.49504596263494,4.661994861629322,4.561003370671558,1.5644413543633162,3.2187623980820113
44,2019-03-07,4.5715565924424215,4.485518420738183,4.646415084879602,4.554709377211674,1.5405496406996977,3.2033189003605536
45,2019-03-08,4.505514963563054,4.444058974161075,4.584191939711465,4.558093058297694,1.455596747289616,3.203306302669455
46,2019-03-11,4.593539146945975,4.583295261356798,4.741416477129453,4.725031273001058,1.5814878972054867,3.3525123934575034
47,2019-03-12,4.741201252112544,4.682466091543939,4.852180187987871,4.751816950709487,1.6426026073135798,3.3709336886534813
48,2019-03-13,4.754408745365269,4.676440254361957,4.814033212568266,4.747122084768183,1.8188292583868608,3.3724115176785014
49,2019-03-14,4.747937525450967,4.706239514690287,4.822630903514665,4.756249929857492,1.704645518845584,3.3783639397551526
50,2019-03-15,4.791212946805482,4.734433257558093,4.875458039486408,4.843707848835993,2.2904267929704116,3.451539827919317
51,2019-03-18,4.810829460389932,4.7306939034684845,4.883038133408251,4.807433661293368,1.8407189335870673,3.4158717935610845
52,2019-03-19,4.825412303527637,4.653689178841907,4.87316078858331,4.699515436206552,2.4404323918348023,3.31755460483062
53,2019-03-20,4.696398132456603,4.6079855462990595,4.860067211749916,4.792380020695028,2.2503709190962473,3.4127383364167727
54,2019-03-21,4.770246451192086,4.72232392298709,4.924878495054847,4.87365452419525,1.9687939808161985,3.474253033887943
