,Date,Low,Open,Volume,High,Close,Adjusted Close
9783,2019-01-02,153.42999267578125,155.8699951171875,1750000,157.72000122070312,154.5,148.13059997558594
9784,2019-01-03,151.6300048828125,155.02000427246094,2320100,155.77999877929688,152.4600067138672,146.1746826171875
9785,2019-01-04,154.24000549316406,154.24000549316406,1785200,158.86000061035156,157.05999755859375,150.5850372314453
9786,2019-01-07,156.35000610351562,156.77999877929688,1617600,159.67999267578125,157.0,150.52749633789062
9787,2019-01-08,156.5399932861328,158.0500030517578,1499800,159.47000122070312,158.89999389648438,152.34918212890625
9788,2019-01-09,159.42999267578125,160.02999877929688,1216200,161.8800048828125,159.8000030517578,153.21209716796875
9789,2019-01-10,158.2100067138672,159.00999450683594,1015700,161.4499969482422,161.33999633789062,154.68858337402344
9790,2019-01-11,158.89999389648438,160.05999755859375,1116100,160.6199951171875,159.49000549316406,152.9148712158203
9791,2019-01-14,157.5500030517578,158.22999572753906,1327200,159.41000366210938,157.66000366210938,151.1603240966797
9792,2019-01-15,157.42999267578125,157.52000427246094,1700700,162.22000122070312,162.13999938964844,155.4556427001953
9793,2019-01-16,161.52000427246094,161.83999633789062,1792600,164.33999633789062,163.39999389648438,156.66366577148438
9794,2019-01-17,162.72999572753906,162.75,1164200,164.91000366210938,164.41000366210938,157.63201904296875
9795,2019-01-18,164.82000732421875,165.75,2022000,168.19000244140625,167.5500030517578,160.642578125
9796,2019-01-22,164.52000427246094,166.86000061035156,2400500,167.72000122070312,165.8800048828125,159.04139709472656
9797,2019-01-23,164.33999633789062,165.97999572753906,1177000,167.35000610351562,165.77999877929688,158.945556640625
9798,2019-01-24,165.3699951171875,166.0800018310547,1209900,167.4499969482422,167.3000030517578,160.4028778076172
9799,2019-01-25,165.44000244140625,168.0800018310547,1467200,168.1199951171875,165.75999450683594,158.92637634277344
9800,2019-01-28,161.88999938964844,164.72000122070312,1927300,165.2100067138672,162.0,155.32139587402344
9801,2019-01-29,160.7899932861328,162.1300048828125,1823100,163.42999267578125,161.07000732421875,154.4297332763672
9802,2019-01-30,174.7899932861328,176.00999450683594,5426200,181.17999267578125,179.38999938964844,171.99447631835938
9803,2019-01-31,176.85000610351562,178.33999633789062,2909600,179.47999572753906,177.57000732421875,170.24952697753906
9804,2019-02-01,176.47000122070312,177.88999938964844,1546800,178.99000549316406,177.30999755859375,170.00022888183594
9805,2019-02-04,175.74000549316406,176.97999572753906,1376800,177.72000122070312,177.13999938964844,169.8372344970703
9806,2019-02-05,177.47999572753906,177.89999389648438,1261800,179.85000610351562,179.35000610351562,171.95611572265625
9807,2019-02-06,178.5,179.13999938964844,950200,180.8000030517578,180.6999969482422,173.25047302246094
9808,2019-02-07,179.0500030517578,179.24000549316406,1351900,180.80999755859372,180.75,173.29840087890625
9809,2019-02-08,179.55999755859375,179.6199951171875,1317700,182.69000244140625,182.66000366210935,175.12966918945312
9810,2019-02-11,182.5500030517578,183.6100006103516,1480400,183.9600067138672,183.52999877929688,175.9637908935547
9811,2019-02-12,183.1199951171875,184.8600006103516,1372200,185.80999755859372,185.66000366210935,178.00601196289062
9812,2019-02-13,183.4199981689453,185.8999938964844,1257000,186.1699981689453,185.2899932861328,177.65122985839844
9813,2019-02-14,184.3600006103516,185.0,866900,186.75,185.5399932861328,177.89089965820312
9814,2019-02-15,186.3300018310547,187.3999938964844,1802800,187.69000244140625,186.8300018310547,179.1277313232422
9815,2019-02-19,185.72999572753903,186.83999633789065,1356900,187.3999938964844,186.1100006103516,178.4374237060547
9816,2019-02-20,186.1100006103516,186.2400054931641,1157300,188.08999633789065,187.63999938964844,179.90435791015625
9817,2019-02-21,186.5399932861328,186.94000244140625,1010500,188.2700042724609,187.5800018310547,179.8468475341797
9818,2019-02-22,187.4199981689453,187.8500061035156,813100,188.7899932861328,188.6699981689453,180.89190673828125
9819,2019-02-25,186.22999572753903,189.13999938964844,1869000,189.69000244140625,187.47999572753903,179.75096130371094
9820,2019-02-26,184.17999267578125,187.32000732421875,2152800,187.32000732421875,185.2400054931641,177.60328674316406
9821,2019-02-27,184.3300018310547,184.3300018310547,1140400,187.55999755859372,186.7700042724609,179.0702362060547
9822,2019-02-28,186.07000732421875,186.47999572753903,1358500,189.57000732421875,188.50999450683597,180.73846435546875
9823,2019-03-01,189.08999633789065,189.6199951171875,1344200,191.83999633789065,191.5800018310547,183.6819000244141
9824,2019-03-04,187.4499969482422,192.6300048828125,1111500,193.0,190.6699981689453,182.80943298339844
9825,2019-03-05,188.6999969482422,190.55999755859372,828600,190.6699981689453,189.92999267578125,182.0999755859375
9826,2019-03-06,187.47000122070312,190.00999450683597,764400,190.3300018310547,188.33999633789065,180.5754852294922
9827,2019-03-07,186.5800018310547,188.3300018310547,1168700,188.9600067138672,187.05999755859372,179.34823608398438
9828,2019-03-08,184.5,186.1100006103516,968800,187.33999633789065,187.22999572753903,179.5112762451172
9829,2019-03-11,187.25999450683597,188.38999938964844,819700,189.4600067138672,189.22000122070312,181.4192047119141
9830,2019-03-12,189.3300018310547,189.77999877929688,891400,191.22999572753903,190.8000030517578,182.93408203125
9831,2019-03-13,191.0500030517578,191.5,842800,192.9499969482422,191.83999633789065,183.9311981201172
9832,2019-03-14,191.1199951171875,192.83999633789065,998300,193.3500061035156,193.3500061035156,185.3789978027344
9833,2019-03-15,192.91000366210935,193.07000732421875,1734300,194.8000030517578,194.0399932861328,186.0404815673828
9834,2019-03-18,192.5,194.6100006103516,1801100,194.6100006103516,193.5800018310547,185.59945678710935
9835,2019-03-19,193.27999877929688,194.8800048828125,1212600,196.2700042724609,196.1199951171875,188.0347442626953
9836,2019-03-20,195.38999938964844,196.1300048828125,1265200,198.75,197.13999938964844,189.01272583007807
9837,2019-03-21,196.05999755859372,196.05999755859372,896900,198.7100067138672,198.0,189.8372802734375
9838,2019-03-22,194.3999938964844,197.1300048828125,932700,197.7100067138672,194.44000244140625,186.42401123046875
9839,2019-03-25,193.32000732421875,194.72999572753903,916100,195.3999938964844,195.1699981689453,187.1239318847656
9840,2019-03-26,195.3600006103516,196.75999450683597,800600,197.32000732421875,196.0800018310547,187.9964141845703
9841,2019-03-27,193.57000732421875,195.8999938964844,917400,196.77999877929688,196.1999969482422,188.11148071289065
9842,2019-03-28,194.3600006103516,196.2100067138672,555200,196.42999267578125,196.1199951171875,188.5344390869141
9843,2019-03-29,195.8600006103516,197.00999450683597,1023800,197.8699951171875,197.5200042724609,189.88031005859372
9844,2019-04-01,195.4600067138672,199.25,1625900,199.8500061035156,196.1000061035156,188.5152130126953
9845,2019-04-02,194.8300018310547,196.0,919700,196.4199981689453,195.1699981689453,187.62120056152344
9846,2019-04-03,194.08999633789065,196.2700042724609,1154700,196.8800048828125,194.83999633789065,187.303955078125
9847,2019-04-04,193.32000732421875,195.19000244140625,729200,195.4499969482422,193.7100067138672,186.2176971435547
9848,2019-04-05,193.77999877929688,194.3000030517578,640100,196.0,195.2400054931641,187.6884765625
9849,2019-04-08,192.7899932861328,195.42999267578125,1162100,196.0399932861328,195.7400054931641,188.16915893554688
9850,2019-04-09,194.50999450683597,195.07000732421875,701900,196.69000244140625,195.97000122070312,188.3902130126953
9851,2019-04-10,194.8300018310547,195.6499938964844,774500,197.8300018310547,196.13999938964844,188.55368041992188
9852,2019-04-11,194.6999969482422,196.25999450683597,667200,196.25999450683597,195.3300018310547,187.7750244140625
9853,2019-04-12,192.5200042724609,196.22000122070312,1457700,196.3699951171875,192.6699981689453,185.2178955078125
9854,2019-04-15,192.3999938964844,193.1300048828125,1445600,193.8999938964844,193.4199981689453,185.9388732910156
9855,2019-04-16,187.88999938964844,194.72000122070312,1683600,194.8699951171875,189.0399932861328,181.72824096679688
9856,2019-04-17,180.0,189.4199981689453,3369100,189.5,180.2400054931641,173.2686767578125
9857,2019-04-18,174.83999633789062,180.0800018310547,3396700,180.8300018310547,180.25999450683597,173.2878875732422
9858,2019-04-22,179.4499969482422,180.2899932861328,1896300,183.69000244140625,182.16000366210935,175.11439514160156
9859,2019-04-23,182.0200042724609,183.0,2931400,187.3300018310547,186.9600067138672,179.72872924804688
9860,2019-04-24,181.92999267578125,183.6199951171875,2735900,188.88999938964844,185.0399932861328,177.8830108642578
9861,2019-04-25,183.6000061035156,183.6000061035156,1493200,187.82000732421875,187.1699981689453,179.93060302734375
9862,2019-04-26,185.67999267578125,187.8999938964844,890300,188.6699981689453,188.27999877929688,180.9976959228516
9863,2019-04-29,185.9499969482422,187.8300018310547,898000,188.16000366210935,187.2899932861328,180.04598999023438
